Waktu Tarik,Sumber,Kategori,Judul,URL,Sentimen,Skor Sentimen,Wilayah,Topik / Kata Kunci,Volume Pencarian,Judul Berita
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,TKW hingga WNA Lega Akhirnya Bisa Terbang Usai Bandara Soetta Kembali Dibuka,https://news.detik.com/berita/d-8653801/tkw-hingga-wna-lega-akhirnya-bisa-terbang-usai-bandara-soetta-kembali-dibuka,Netral,0.0,,,,
2026-09-08 17:01:24,SINDOnews Nasional,Nasional & Politik,Politik Prabowo Pertimbangkan Integrasi Badan Geologi dengan BMKG - Puan: Kami Minta Dikaji Dulu,https://nasional.sindonews.com/read/1747487/12/prabowo-pertimbangkan-integrasi-badan-geologi-dengan-bmkg-puan-kami-minta-dikaji-dulu-1788840582,Netral,0.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Jaksa Cecar Eks Staf Kemenag Asal Duit Beli 2 Ranger Rover-Dior - Begini Jawabnya,https://news.detik.com/berita/d-8653625/jaksa-cecar-eks-staf-kemenag-asal-duit-beli-2-ranger-rover-dior-begini-jawabnya,Netral,0.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional Sidang Praperadilan - Lodewyk Pusung Ungkap Eks Kepala BGN Nanik S Deyang Punya 5 Dapur MBG,https://www.inews.id/news/nasional/sidang-praperadilan-lodewyk-pusung-ungkap-eks-kepala-bgn-nanik-s-deyang-punya-5-dapur-mbg,Netral,0.0,,,,
2026-09-08 17:01:24,SINDOnews Nasional,Nasional & Politik,Hankam DPR Setujui Penjualan Eks KRI Ki Hajar Dewantara-364,https://nasional.sindonews.com/read/1747465/14/dpr-setujui-penjualan-eks-kri-ki-hajar-dewantara-364-1788836973,Netral,0.0,,,,
2026-09-08 17:01:24,Liputan6 News,Hukum & Politik,Penjelasan BMKG Sejauh Mana Sebaran Abu Vulkanik Anak Krakatau,https://www.liputan6.com/news/read/8286354/penjelasan-bmkg-sejauh-mana-sebaran-abu-vulkanik-anak-krakatau,Netral,0.0,,,,
2026-09-08 17:01:24,Liputan6 News,Hukum & Politik,Kondisi Selat Sunda di Tengah Erupsi Anak Krakatau,https://www.liputan6.com/news/read/8286389/kondisi-selat-sunda-di-tengah-erupsi-anak-krakatau,Netral,0.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Kejagung Ungkap 30% Aset Rampasan Tak Laku Saat Dilelang - Ini Penyebabnya,https://news.detik.com/berita/d-8653859/kejagung-ungkap-30-aset-rampasan-tak-laku-saat-dilelang-ini-penyebabnya,Netral,0.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Intensitas Erupsi Anak Krakatau Menurun - Abu Vulkanik Jauhi Indonesia,https://news.detik.com/berita/d-8653858/intensitas-erupsi-anak-krakatau-menurun-abu-vulkanik-jauhi-indonesia,Netral,0.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 3 jam lalu Waspadai Aksi Black September - Wakapolri Minta Jajaran Bersiap Cegah Konflik,https://www.inews.id/news/nasional/waspadai-aksi-black-september-wakapolri-minta-jajaran-bersiap-cegah-konflik,Negatif,-16.67,,,,
2026-09-08 17:01:24,Liputan6 News,Hukum & Politik,Prabowo Pimpin Rapat Penanganan Bencana: Ini Takdir Kita,https://www.liputan6.com/news/read/8286423/prabowo-pimpin-rapat-penanganan-bencana-ini-takdir-kita,Negatif,-100.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Membaca Gestur AHY Soal Pidato Tentang Kekuasaan,https://news.detik.com/berita/d-8653787/membaca-gestur-ahy-soal-pidato-tentang-kekuasaan,Netral,0.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 3 jam lalu Eks Wamen Silmy Karim Ajukan Praperadilan - Persoalkan Penyitaan KPK,https://www.inews.id/news/nasional/eks-wamen-silmy-karim-ajukan-praperadilan-persoalkan-penyitaan-kpk,Netral,0.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 3 jam lalu Hoaks Politik Makin Canggih - Partai Perindo Dorong Sistem Deteksi Dini jelang Pemilu 2029,https://www.inews.id/news/nasional/hoaks-politik-makin-canggih-partai-perindo-dorong-sistem-deteksi-dini-jelang-pemilu-2029,Netral,0.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Cerita Mariyati Nginap 3 Hari di Bandara Soetta Imbas Penutupan,https://news.detik.com/berita/d-8653810/cerita-mariyati-nginap-3-hari-di-bandara-soetta-imbas-penutupan,Netral,0.0,,,,
2026-09-08 17:01:24,Liputan6 News,Hukum & Politik,Polri Tetapkan 138 Tersangka Kasus Kebakaran Hutan,https://www.liputan6.com/news/read/8286432/polri-tetapkan-138-tersangka-kasus-kebakaran-hutan,Negatif,-100.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 2 jam lalu Eks Wamen Imipas Silmy Karim Ajukan Praperadilan terkait Penyitaan - KPK Siap Hadapi,https://www.inews.id/news/nasional/eks-wamen-imipas-silmy-karim-ajukan-praperadilan-terkait-penyitaan-kpk-siap-hadapi,Netral,0.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Puan soal Penggabungan Badan Geologi-BMKG: Kalau Efektif - DPR Dukung,https://news.detik.com/berita/d-8653882/puan-soal-penggabungan-badan-geologi-bmkg-kalau-efektif-dpr-dukung,Positif,100.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 3 jam lalu Prabowo Usul Gabungkan Badan Geologi dan BMKG - Anggota DPR: Lebih Efisien,https://www.inews.id/news/nasional/prabowo-usul-gabungkan-badan-geologi-dan-bmkg-anggota-dpr-lebih-efisien,Netral,0.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 3 jam lalu BNPB Catat Karhutla di 4 Daerah - 24 -5 Hektare Lahan Hangus,https://www.inews.id/news/nasional/bnpb-catat-karhutla-di-4-daerah-245-hektare-lahan-hangus,Netral,0.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Viral Ribut-ribut Berujung Baku Hantam di Mal Bekasi - Dipicu SPG Digoda,https://news.detik.com/berita/d-8653552/viral-ribut-ribut-berujung-baku-hantam-di-mal-bekasi-dipicu-spg-digoda,Netral,0.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Setahun Menjabat - Menteri P2MI Perkuat Pelindungan & Genjot Kualitas PMI,https://news.detik.com/berita/d-8653895/setahun-menjabat-menteri-p2mi-perkuat-pelindungan-genjot-kualitas-pmi,Netral,0.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Ketua Komisi V DPR Dukung Wacana Penggabungan Badan Geologi dan BMKG,https://news.detik.com/berita/d-8653652/ketua-komisi-v-dpr-dukung-wacana-penggabungan-badan-geologi-dan-bmkg,Positif,100.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 3 jam lalu Pepabri Gelar Puncak HUT ke-67 di Surabaya - Ingatkan Sejarah Perjuangan dan Upaya Jaga Persatuan,https://www.inews.id/news/nasional/pepabri-gelar-puncak-hut-ke-67-di-surabaya-ingatkan-sejarah-perjuangan-dan-upaya-jaga-persatuan,Netral,0.0,,,,
2026-09-08 17:01:24,Liputan6 News,Hukum & Politik,Kabareskrim Ungkap 78 Titik Rawan Konflik Agraria di Indonesia,https://www.liputan6.com/news/read/8286501/kabareskrim-ungkap-78-titik-rawan-konflik-agraria-di-indonesia,Netral,0.0,,,,
2026-09-08 17:01:24,Liputan6 News,Hukum & Politik,Mendes PDT Ungkap 34.323 Desa Hadapi Ketidakpastian Status Lahan,https://www.liputan6.com/news/read/8286460/mendes-pdt-ungkap-34323-desa-hadapi-ketidakpastian-status-lahan,Netral,0.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Ribut-ribut Dipicu SPG Digoda di Mal Bekasi Dimediasi - Sepakat Damai,https://news.detik.com/berita/d-8653843/ribut-ribut-dipicu-spg-digoda-di-mal-bekasi-dimediasi-sepakat-damai,Positif,100.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Gunung Ciremai Diselimuti Asap Pekat Imbas Karhutla,https://news.detik.com/berita/d-8653650/gunung-ciremai-diselimuti-asap-pekat-imbas-karhutla,Netral,0.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Diikat di Tiang - Terduga Maling di Asahan Sumut Tewas Diamuk Massa,https://news.detik.com/berita/d-8653952/diikat-di-tiang-terduga-maling-di-asahan-sumut-tewas-diamuk-massa,Negatif,-100.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 4 jam lalu Kejagung Protes Eks Waka BGN Lodewyk Pusung Dibolehkan Berbicara di Praperadilan: Kapasitasnya Apa?,https://www.inews.id/news/nasional/kejagung-protes-eks-waka-bgn-lodewyk-pusung-dibolehkan-berbicara-di-praperadilan-kapasitasnya-apa,Negatif,-100.0,,,,
2026-09-08 17:01:24,Liputan6 News,Hukum & Politik,YPP Emtek Media Bergerak dari Aceh hingga NTT Bantu Penyintas Bencana,https://www.liputan6.com/news/read/8286483/ypp-emtek-media-bergerak-dari-aceh-hingga-ntt-bantu-penyintas-bencana,Netral,0.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 2 jam lalu Eks Wantimpres Agum Gumelar Ungkap Kunci Sukses MBG: Perencanaan Matang - Sistem yang Tepat,https://www.inews.id/news/nasional/eks-wantimpres-agum-gumelar-ungkap-kunci-sukses-mbg-perencanaan-matang-sistem-yang-tepat,Positif,100.0,,,,
2026-09-08 17:01:24,Liputan6 News,Hukum & Politik,Kondisi Udara Jakarta Usai Penyiraman Abu Anak Krakatau,https://www.liputan6.com/news/read/8286513/kondisi-udara-jakarta-usai-penyiraman-abu-anak-krakatau,Netral,0.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 2 jam lalu Pepabri: Indonesia Tersendat Jadi Bangsa Besar karena Banyak Kegaduhan,https://www.inews.id/news/nasional/pepabri-indonesia-tersendat-jadi-bangsa-besar-karena-banyak-kegaduhan,Netral,0.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 2 jam lalu Bantuan Beras Diperpanjang hingga Desember 2026 - Bulog Jamin Stok Aman,https://www.inews.id/news/nasional/bantuan-beras-diperpanjang-hingga-desember-2026-bulog-jamin-stok-aman,Positif,100.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 3 jam lalu Sebaran Abu Vulkanik Gunung Anak Krakatau Menurun - BMKG Lanjutkan Operasi Modifikasi Cuaca,https://www.inews.id/news/nasional/sebaran-abu-vulkanik-gunung-anak-krakatau-menurun-bmkg-lanjutkan-operasi-modifikasi-cuaca,Netral,0.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 2 jam lalu Puan Dukung Prabowo Tindak Tegas Alih Fungsi Lahan Bekas Karhutla Jadi Kebun Sawit,https://www.inews.id/news/nasional/puan-dukung-prabowo-tindak-tegas-alih-fungsi-lahan-bekas-karhutla-jadi-kebun-sawit,Positif,100.0,,,,
2026-09-08 17:01:24,detikNews,Berita & Peristiwa,Alasan Sopir Pikap di Bogor Kabur Usai Serempet Motor: Panik Dikejar Warga,https://news.detik.com/berita/d-8653822/alasan-sopir-pikap-di-bogor-kabur-usai-serempet-motor-panik-dikejar-warga,Negatif,-100.0,,,,
2026-09-08 17:01:24,Liputan6 News,Hukum & Politik,624 Penerbangan di Bandara Soekarno-Hatta Terdampak Abu Anak Krakatau,https://www.liputan6.com/news/read/8286325/624-penerbangan-di-bandara-soekarno-hatta-terdampak-abu-anak-krakatau,Netral,0.0,,,,
2026-09-08 17:01:24,iNews Nasional,Peristiwa & Hukum,Nasional 2 jam lalu Ancaman Sunyi Abu Vulkanik,https://www.inews.id/news/nasional/ancaman-sunyi-abu-vulkanik,Negatif,-100.0,,,,
2026-09-08 14:23:32,SINDOnews Nasional,Nasional & Politik,Politik IndexPolitica Nilai Kinerja Mentan Amran Tertinggi di Kabinet Merah Putih - Raih Skor 91,https://nasional.sindonews.com/read/1747409/12/indexpolitica-nilai-kinerja-mentan-amran-tertinggi-di-kabinet-merah-putih-raih-skor-91-1788826194,Netral,0.0,,,,
2026-09-08 14:23:32,Liputan6 News,Hukum & Politik,Badan Geologi: Erupsi Menerus Gunung Anak Krakatau Sudah Berakhir,https://www.liputan6.com/news/read/8286237/badan-geologi-erupsi-menerus-gunung-anak-krakatau-sudah-berakhir,Netral,0.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional 3 jam lalu Rapat Paripurna Setujui RUU Reforma Agraria jadi Usul Inisiatif DPR,https://www.inews.id/news/nasional/rapat-paripurna-setujui-ruu-reforma-agraria-jadi-usul-inisiatif-dpr,Netral,0.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional 1 jam lalu 13 Barang Wajib Ada di Tas Siaga Bencana - Baju dan Makanan Saja Tak Cukup!,https://www.inews.id/news/nasional/13-barang-wajib-ada-di-tas-siaga-bencana-baju-dan-makanan-saja-tak-cukup,Negatif,-100.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional 2 jam lalu Puan Minta Pemerintah Antisipasi Bencana secara Terpadu - Dikoordinasikan Para Menko,https://www.inews.id/news/nasional/puan-minta-pemerintah-antisipasi-bencana-secara-terpadu-dikoordinasikan-para-menko,Negatif,-100.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional 4 jam lalu Harga Cabai Rawit Merah Hari Ini Makin Mahal - Tembus Rp91.300 per Kg,https://www.inews.id/news/nasional/harga-cabai-rawit-merah-hari-ini-makin-mahal-tembus-rp91300-per-kg,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Di Sidang Yaqut - Eks Staf Kemenag Sebut Ada Fee Percepatan Haji,https://news.detik.com/berita/d-8653548/di-sidang-yaqut-eks-staf-kemenag-sebut-ada-fee-percepatan-haji,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,AHY Dinilai Siap Jadi Kontender Pilpres - Ganjar Bicara PR Besar Ini,https://news.detik.com/berita/d-8653516/ahy-dinilai-siap-jadi-kontender-pilpres-ganjar-bicara-pr-besar-ini,Netral,0.0,,,,
2026-09-08 14:23:32,Liputan6 News,Hukum & Politik,KPID DKI Dorong TV dan Radio Jadi Rujukan Informasi di Tengah Erupsi Anak Krakatau,https://www.liputan6.com/news/read/8286287/kpid-dki-dorong-tv-dan-radio-jadi-rujukan-informasi-di-tengah-erupsi-anak-krakatau,Netral,0.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional 3 jam lalu Gunung Anak Krakatau Erupsi Lagi Pagi Ini - Kapan Berakhirnya?,https://www.inews.id/news/nasional/gunung-anak-krakatau-erupsi-lagi-pagi-ini-kapan-berakhirnya,Netral,0.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional 3 jam lalu Prabowo Kaji Gabungkan BMKG dengan Badan Geologi untuk Hadapi Potensi Bencana,https://www.inews.id/news/nasional/prabowo-kaji-gabungkan-bmkg-dengan-badan-geologi-untuk-hadapi-potensi-bencana,Negatif,-100.0,,,,
2026-09-08 14:23:32,SINDOnews Nasional,Nasional & Politik,Politik Qodari Ungkap Misi di Balik Kunjungan Prabowo ke Rusia,https://nasional.sindonews.com/read/1747397/12/qodari-ungkap-misi-di-balik-kunjungan-prabowo-ke-rusia-1788826164,Netral,0.0,,,,
2026-09-08 14:23:32,SINDOnews Nasional,Nasional & Politik,Hukum Penahanan Eks Kakanwil Pajak Muhammad Haniv Diperpanjang 40 Hari - KPK Dalami Gratifikasi Rp20 -7 Miliar,https://nasional.sindonews.com/read/1747413/13/penahanan-eks-kakanwil-pajak-muhammad-haniv-diperpanjang-40-hari-kpk-dalami-gratifikasi-rp207-miliar-1788829767,Netral,0.0,,,,
2026-09-08 14:23:32,Liputan6 News,Hukum & Politik,Abu Anak Krakatau Ancam Kesehatan 3 -3 Juta Lansia,https://www.liputan6.com/news/read/8286250/abu-anak-krakatau-ancam-kesehatan-33-juta-lansia,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Gunung Anak Krakatau Kembali Erupsi Siang Ini - Durasi 17 Detik,https://news.detik.com/berita/d-8653553/gunung-anak-krakatau-kembali-erupsi-siang-ini-durasi-17-detik,Netral,0.0,,,,
2026-09-08 14:23:32,Liputan6 News,Hukum & Politik,Kebakaran Besar di Pasar Paniai - 11 Orang Tewas,https://www.liputan6.com/news/read/8286195/kebakaran-besar-di-pasar-paniai-11-orang-tewas,Negatif,-100.0,,,,
2026-09-08 14:23:32,Liputan6 News,Hukum & Politik,Cerita Penumpang di Bandara Lampung Terdampak Abu Anak Krakatau,https://www.liputan6.com/news/read/8286217/cerita-penumpang-di-bandara-lampung-terdampak-abu-anak-krakatau,Netral,0.0,,,,
2026-09-08 14:23:32,SINDOnews Nasional,Nasional & Politik,Humaniora BGN Tutup Sementara 1.999 Dapur MBG yang Belum Mendaftar SLHS,https://nasional.sindonews.com/read/1747435/15/bgn-tutup-sementara-1999-dapur-mbg-yang-belum-mendaftar-slhs-1788833387,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Pemprov Pastikan Abu Vulkanik Anak Krakatau Tidak Sampai ke Jawa Tengah,https://news.detik.com/berita/d-8653449/pemprov-pastikan-abu-vulkanik-anak-krakatau-tidak-sampai-ke-jawa-tengah,Netral,0.0,,,,
2026-09-08 14:23:32,Liputan6 News,Hukum & Politik,Update Sebaran Abu Vulkanik Anak Krakatau hingga Pagi Ini,https://www.liputan6.com/news/read/8286161/update-sebaran-abu-vulkanik-anak-krakatau-hingga-pagi-ini,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Silmy Karim Gugat KPK soal Penyitaan di Kasus Pemerasan Izin Tinggal WNA,https://news.detik.com/berita/d-8653624/silmy-karim-gugat-kpk-soal-penyitaan-di-kasus-pemerasan-izin-tinggal-wna,Negatif,-100.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Perjuangan Ayah Ungkap Pembunuh Lewat Chat di Medsos Mozza,https://news.detik.com/berita/d-8653544/perjuangan-ayah-ungkap-pembunuh-lewat-chat-di-medsos-mozza,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Jadwal 2 Kereta Tambahan dari Solo & Jogja ke Jakarta Imbas Anak Krakatau,https://news.detik.com/berita/d-8653374/jadwal-2-kereta-tambahan-dari-solo-jogja-ke-jakarta-imbas-anak-krakatau,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Puan Minta Lahan Bekas Karhutla Ditanami Sawit Segera Diselidiki,https://news.detik.com/berita/d-8653470/puan-minta-lahan-bekas-karhutla-ditanami-sawit-segera-diselidiki,Netral,0.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional 4 jam lalu Mantan Jampidsus Febrie Adriansyah Diperiksa Kejagung Hari Ini,https://www.inews.id/news/nasional/mantan-jampidsus-febrie-adriansyah-diperiksa-kejagung-hari-ini,Netral,0.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional 4 jam lalu Gunung Anak Krakatau Masih Level III Siaga - PVMBG: Potensi Letusan Masih Tinggi,https://www.inews.id/news/nasional/gunung-anak-krakatau-masih-level-iii-siaga-pvmbg-potensi-letusan-masih-tinggi,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Gunung Ile Lewotolok Keluarkan Abu Vulkanik - Warga Alami Gatal,https://news.detik.com/berita/d-8653443/gunung-ile-lewotolok-keluarkan-abu-vulkanik-warga-alami-gatal,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Bandara Wunopito NTT Ditutup Imbas Abu Vulkanik Gunung Ile Lewotolok,https://news.detik.com/berita/d-8653491/bandara-wunopito-ntt-ditutup-imbas-abu-vulkanik-gunung-ile-lewotolok,Netral,0.0,,,,
2026-09-08 14:23:32,SINDOnews Nasional,Nasional & Politik,Humaniora Bulan Dana Pensiun 2026 Resmi Dimulai - Dorong Masyarakat Siapkan Masa Pensiun Sejak Dini,https://nasional.sindonews.com/read/1747527/15/bulan-dana-pensiun-2026-resmi-dimulai-dorong-masyarakat-siapkan-masa-pensiun-sejak-dini-1788844190,Netral,0.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional 3 jam lalu Prabowo Mau Gabungkan BMKG-Badan Geologi - Puan: Dikaji Dulu - Tugasnya Beda-Beda,https://www.inews.id/news/nasional/prabowo-mau-gabungkan-bmkg-badan-geologi-puan-dikaji-dulu-tugasnya-beda-beda,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Rapat Paripurna Setujui Revisi UU Adminduk Jadi Usul Inisiatif DPRÂ,https://news.detik.com/berita/d-8653373/rapat-paripurna-setujui-revisi-uu-adminduk-jadi-usul-inisiatif-dpr,Netral,0.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional 1 jam lalu Jaksa Tampilkan Barang Bukti Sitaan Eks Honorer Kemenag di Kasus Kuota Haji - Ada Range Rover hingga 2 Rumah,https://www.inews.id/news/nasional/jaksa-tampilkan-barang-bukti-sitaan-eks-honorer-kemenag-di-kasus-kuota-haji-ada-range-rover-hingga-2-rumah,Negatif,-100.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Puan Dukung Pemerintah Tambah Angaran Mitigasi Bencana: Harus Bermanfaat,https://news.detik.com/berita/d-8653565/puan-dukung-pemerintah-tambah-angaran-mitigasi-bencana-harus-bermanfaat,Netral,0.0,,,,
2026-09-08 14:23:32,Liputan6 News,Hukum & Politik,Abu Anak Krakatau Menyebar - Pemda Diminta Bagikan Masker dan Siaga 24 Jam,https://www.liputan6.com/news/read/8286150/abu-anak-krakatau-menyebar-pemda-diminta-bagikan-masker-dan-siaga-24-jam,Netral,0.0,,,,
2026-09-08 14:23:32,Liputan6 News,Hukum & Politik,Mendagri Soroti Belanja APBD Rendah - Daerah Tak Capai Target Bakal Dievaluasi,https://www.liputan6.com/news/read/8286280/mendagri-soroti-belanja-apbd-rendah-daerah-tak-capai-target-bakal-dievaluasi,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Rapat Paripurna Sepakati RUU Penyiaran Jadi Usul Inisiatif DPR,https://news.detik.com/berita/d-8653392/rapat-paripurna-sepakati-ruu-penyiaran-jadi-usul-inisiatif-dpr,Netral,0.0,,,,
2026-09-08 14:23:32,Liputan6 News,Hukum & Politik,DPR Sebut Kewenangan Aparat Perlu Dibatasi di RUU Perampasan Aset,https://www.liputan6.com/news/read/8286309/dpr-sebut-kewenangan-aparat-perlu-dibatasi-di-ruu-perampasan-aset,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,BMKG Minta Warga Tak Terpengaruh Video Viral Ramalan Gempa M 9,https://news.detik.com/berita/d-8653476/bmkg-minta-warga-tak-terpengaruh-video-viral-ramalan-gempa-m-9,Negatif,-100.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Pemprov Ungkap 179 Water Mist Terpasang di 145 Gedung Jakarta,https://news.detik.com/berita/d-8653560/pemprov-ungkap-179-water-mist-terpasang-di-145-gedung-jakarta,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Puan Minta Wacana Penggabungan BMKG dan Badan Geologi Dikaji Matang,https://news.detik.com/berita/d-8653451/puan-minta-wacana-penggabungan-bmkg-dan-badan-geologi-dikaji-matang,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Viral KRL Berhenti Lebih Lama di Stasiun UI - Ternyata Masinis ke Toilet,https://news.detik.com/berita/d-8653597/viral-krl-berhenti-lebih-lama-di-stasiun-ui-ternyata-masinis-ke-toilet,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Pria Australia Mengakui Membunuh Perempuan Indonesia di Melbourne,https://news.detik.com/abc-australia/d-8653612/pria-australia-mengakui-membunuh-perempuan-indonesia-di-melbourne,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Bandara Soetta Beroperasi Lagi - Terminal 1B Ramai Penumpang Baru Tiba,https://news.detik.com/berita/d-8653447/bandara-soetta-beroperasi-lagi-terminal-1b-ramai-penumpang-baru-tiba,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Polisi Bubarkan Tawuran di Cakung Jaktim - Pria Bawa Celurit Ditangkap,https://news.detik.com/berita/d-8653375/polisi-bubarkan-tawuran-di-cakung-jaktim-pria-bawa-celurit-ditangkap,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Suasana Terminal 3 Usai Soetta Beroperasi Lagi - Antrean Check-in Mengular,https://news.detik.com/berita/d-8653598/suasana-terminal-3-usai-soetta-beroperasi-lagi-antrean-check-in-mengular,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,1 Hakim Kasus Eks Menag Diganti Sementara Imbas Pesawat Terdampak Abu Vulkanik,https://news.detik.com/berita/d-8653418/1-hakim-kasus-eks-menag-diganti-sementara-imbas-pesawat-terdampak-abu-vulkanik,Negatif,-100.0,,,,
2026-09-08 14:23:32,Liputan6 News,Hukum & Politik,Dikira Semburan Abu - Kepulan Putih di Pasar Baru Ternyata dari Gardu,https://www.liputan6.com/news/read/8286167/dikira-semburan-abu-kepulan-putih-di-pasar-baru-ternyata-dari-gardu,Netral,0.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional Daftar Harga BBM Pertamina 8 September 2026 di SPBU Seluruh Indonesia,https://www.inews.id/news/nasional/daftar-harga-bbm-pertamina-8-september-2026-di-spbu-seluruh-indonesia,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Siswa SMPN 2 Pinrang Main Judi di Sekolah Saat Istirahat - Ortu Dipanggil,https://news.detik.com/berita/d-8653623/siswa-smpn-2-pinrang-main-judi-di-sekolah-saat-istirahat-ortu-dipanggil,Positif,16.67,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,PDIP Lapor Polda Metro soal Kader Dikaitkan Ojol Viral Saat Aksi 27 Agustus,https://news.detik.com/berita/d-8653436/pdip-lapor-polda-metro-soal-kader-dikaitkan-ojol-viral-saat-aksi-27-agustus,Netral,0.0,,,,
2026-09-08 14:23:32,iNews Nasional,Peristiwa & Hukum,Nasional Qodari: Sebelum ke Luar Negeri - Prabowo Pastikan Persoalan di Indonesia Tertangani,https://www.inews.id/news/nasional/qodari-sebelum-ke-luar-negeri-prabowo-pastikan-persoalan-di-indonesia-tertangani,Netral,0.0,,,,
2026-09-08 14:23:32,detikNews,Berita & Peristiwa,Caca Berkali-kali Bobol Rumah Warga di Jaktim - Duitnya Dipakai Clubbing,https://news.detik.com/berita/d-8653590/caca-berkali-kali-bobol-rumah-warga-di-jaktim-duitnya-dipakai-clubbing,Netral,0.0,,,,
